special_token_size	1
token_size	5970
singleton_size	2311
singleton_max_count	1
1824	serious	4
1825	darker	4
1826	closely	4
1827	pages	4
1828	dislike	4
1829	winner	4
1830	turns	4
1831	game	4
1832	simplicity	4
1833	scary	4
1834	turning	4
1835	aside	4
1836	operate	4
1837	cant	4
1838	gotten	4
1839	current	4
1840	hardly	4
1841	minute	4
1842	serial	4
1843	fits	4
1844	penny	4
1845	regularly	4
1846	sticks	4
1847	performs	4
1848	bios	4
1849	funny	4
1850	understood	4
1851	response	4
1852	medium	4
1853	ready	4
1854	push	4
1855	doubt	4
1856	cable	4
1857	claim	4
1858	uses	4
1859	says	4
1860	story	4
1861	lap	4
1862	happier	4
1863	durability	4
1864	worried	4
1865	confusing	4
1866	sensitive	4
1867	lighting	4
1868	treat	4
1869	alright	4
1870	recognize	4
1871	repairs	4
1872	u	4
1873	adds	4
1874	cords	4
1875	setup	4
1876	colorful	4
1877	luck	4
1878	whatever	4
1879	against	4
1880	suggestion	4
1881	rough	4
1882	hanger	4
1883	broth	4
1884	ive	4
1885	desert	4
1886	ourselves	4
1887	generously	4
1888	infused	4
1889	bone	4
1890	hanging	4
1891	soups	4
1892	wondered	4
1893	orders	4
1894	joints	4
1895	forgotten	4
1896	pizzaria	4
1897	pesto	4
1898	@	4
1899	famous	4
1900	offensive	4
1901	haru	4
1902	assorted	4
1903	offering	4
1904	thier	4
1905	crabmeat	4
1906	trained	4
1907	flavorless	4
1908	comparable	4
1909	cooking	4
1910	item	4
1911	impossible	4
1912	frankly	4
1913	apology	4
1914	adequate	4
1915	deserves	4
1916	asian	4
1917	soothing	4
1918	sort	4
1919	changing	4
1920	bruschetta	4
1921	personality	4
1922	block	4
1923	values	4
1924	dollar	4
1925	beverage	4
1926	blocks	4
1927	consistent	4
1928	raucous	4
1929	paneer	4
1930	pakistani	4
1931	0:0	4
1932	arugula	4
1933	provided	4
1934	helped	4
1935	middle	4
1936	patrons	4
1937	inconsistent	4
1938	pleasing	4
1939	amuse	4
1940	crunchy	4
1941	seasoning	4
1942	herb	4
1943	freshly	4
1944	bartenders	4
1945	blond	4
1946	lady	4
1947	personable	4
1948	watery	4
1949	opted	4
1950	spots	4
1951	nigiri	4
1952	shame	4
1953	pink	4
1954	balance	4
1955	heavenly	4
1956	corned	4
1957	lanterna	4
1958	girlfriends	4
1959	beans	4
1960	fastest	4
1961	scrumptious	4
1962	mediterranean	4
1963	chance	4
1964	pureed	4
1965	category	4
1966	alternative	4
1967	admittedly	4
1968	thank	4
1969	european	4
1970	lets	4
1971	lip	4
1972	cared	4
1973	moment	4
1974	accompanied	4
1975	yellowtail	4
1976	tokyo	4
1977	fruit	4
1978	sichuan	4
1979	acted	4
1980	joe	4
1981	excuse	4
1982	draw	4
1983	leon	4
1984	crusted	4
1985	chops	4
1986	acceptable	4
1987	happen	4
1988	popcorn	4
1989	girls	4
1990	dumpling	4
1991	planning	4
1992	parmesan	4
1993	upstairs	4
1994	shank	4
1995	servings	4
1996	atomosphere	4
1997	ess	4
1998	doughy	4
1999	idea	4
2000	tries	4
2001	topping	4
2002	pre-theatre	4
2003	ghetto	4
2004	edible	4
2005	friendlier	4
2006	chai	4
2007	earth	4
2008	changes	4
2009	brilliant	4
2010	search	4
2011	backyard	4
2012	overcrowded	4
2013	soo	4
2014	fridays	4
2015	indoor	4
2016	grade	4
2017	maintain	4
2018	lives	4
2019	smith	4
2020	parisian	4
2021	whom	4
2022	downstairs	4
2023	nonsense	4
2024	caesar	4
2025	negative	4
2026	rib	4
2027	vinegar	4
2028	hospitable	4
2029	calm	4
2030	mare	4
2031	stumbled	4
2032	wood	4
2033	yum	4
2034	peaceful	4
2035	homey	4
2036	holiday	4
2037	bloom	4
2038	mussles	4
2039	stomach	4
2040	miserable	4
2041	soho	4
2042	clientele	4
2043	creamy	4
2044	stuffed	4
2045	awsome	4
2046	introduced	4
2047	onions	4
2048	rabbit	4
2049	weather	4
2050	indo	4
2051	seasons	4
2052	dancing	4
2053	raymond	4
2054	rocks	4
2055	souvlaki	4
2056	gyro	4
2057	wedding	4
2058	cocktail	4
2059	unbelievable	4
2060	mirrors	4
2061	dancers	4
2062	abused	4
2063	disgusted	4
2064	skin	4
2065	informed	4
2066	oyster	4
2067	stone	4
2068	looove	4
2069	brasserie	4
2070	extraordinary	4
2071	mirrored	4
2072	flatbush	4
2073	o	4
2074	devoured	4
2075	delivers	4
2076	form	4
2077	amazon	4
2078	chelsea	4
2079	honey	4
2080	unbelievably	4
2081	falafel	4
2082	killer	3
2083	gestures	3
2084	devices	3
2085	bonus	3
2086	occasionally	3
2087	hundred	3
2088	dollars	3
2089	realized	3
2090	slick	3
2091	forced	3
2092	allows	3
2093	increase	3
2094	heated	3
2095	opening	3
2096	download	3
2097	simpler	3
2098	delete	3
2099	recovery	3
2100	chose	3
2101	bang	3
2102	comparison	3
2103	men	3
2104	familiar	3
2105	stuck	3
2106	anytime	3
2107	thru	3
2108	cam	3
2109	shortly	3
2110	imovie	3
2111	surface	3
2112	amd	3
2113	grace	3
2114	corrupted	3
2115	becomes	3
2116	report	3
2117	latest	3
2118	blazing	3
2119	process	3
2120	caused	3
2121	remove	3
2122	meets	3
2123	spec	3
2124	chip	3
2125	similarly	3
2126	machines	3
2127	ran	3
2128	hoping	3
2129	via	3
2130	ahead	3
2131	bulky	3
2132	linux	3
2133	satellite	3
2134	shorter	3
2135	clicking	3
2136	file	3
2137	sorry	3
2138	decreased	3
2139	thrilled	3
2140	technical	3
2141	skype	3
2142	hdd	3
2143	versions	3
2144	amazingly	3
2145	quicker	3
2146	subwoofer	3
2147	configure	3
2148	settings	3
2149	seamless	3
2150	appearance	3
2151	data	3
2152	photoshop	3
2153	signals	3
2154	multiple	3
2155	page	3
2156	non	3
2157	fault	3
2158	existing	3
2159	thunderbolt	3
2160	receive	3
2161	discover	3
2162	hinge	3
2163	rma	3
2164	contacted	3
2165	morning	3
2166	durable	3
2167	gb	3
2168	absolute	3
2169	played	3
2170	gods	3
2171	occasional	3
2172	wheel	3
2173	appear	3
2174	bummer	3
2175	allow	3
2176	programming	3
2177	net	3
2178	anyways	3
2179	onto	3
2180	ridiculously	3
2181	largest	3
2182	effective	3
2183	seemingly	3
2184	capable	3
2185	boost	3
2186	informative	3
2187	wonder	3
2188	0g	3
2189	adobe	3
2190	cover	3
2191	address	3
2192	downfall	3
2193	purchasing	3
2194	exceptionally	3
2195	printers	3
2196	grill	3
2197	everywhere	3
2198	granted	3
2199	loving	3
2200	eventually	3
2201	giving	3
2202	functionality	3
2203	lower	3
2204	recomend	3
2205	create	3
2206	stands	3
2207	squad	3
2208	accidently	3
2209	jump	3
2210	members	3
2211	recognition	3
2212	backpack	3
2213	fire	3
2214	supplied	3
2215	sending	3
2216	expired	3
2217	replacing	3
2218	interested	3
2219	helping	3
2220	compliments	3
2221	tools	3
2222	photo	3
2223	booth	3
2224	trust	3
2225	internal	3
2226	faulty	3
2227	drives	3
2228	summary	3
2229	classmates	3
2230	benefits	3
2231	flexibility	3
2232	scores	3
2233	sites	3
2234	question	3
2235	spoke	3
2236	required	3
2237	activity	3
2238	sophisticated	3
2239	attracted	3
2240	finished	3
2241	appreciate	3
2242	ten	3
2243	appealing	3
2244	function	3
2245	intermediate	3
2246	innovations	3
2247	warning	3
2248	comp	3
2249	picks	3
2250	adventure	3
2251	realize	3
2252	regret	3
2253	numbers	3
2254	total	3
2255	winning	3
2256	dead	3
2257	picture	3
2258	travel	3
2259	brightness	3
2260	pair	3
2261	rated	3
2262	seconds	3
2263	nvidia	3
2264	lighted	3
2265	greater	3
2266	finger	3
2267	move	3
2268	application	3
2269	bottom	3
2270	defective	3
2271	messy	3
2272	quad	3
2273	lit	3
2274	horribly	3
2275	base	3
2276	lost	3
2277	stated	3
2278	redeeming	3
2279	deficiencies	3
2280	sausage	3
2281	texture	3
2282	nevertheless	3
2283	temperatures	3
2284	benches	3
2285	faan	3
2286	concept	3
2287	dressing	3
2288	au	3
2289	poivre	3
2290	curtious	3
2291	unpretentious	3
2292	counted	3
2293	unheralded	3
2294	magnificant	3
2295	branzino	3
2296	l	3
2297	pre-theater	3
2298	shell	3
2299	varieties	3
2300	porridge	3
2301	tartar	3
2302	evident	3
2303	artisanal	3
2304	lava	3
2305	ocasionally	3
2306	vegatables	3
2307	amazin	3
2308	dal	3
2309	dam	3
2310	kababs	3
2311	hats	3
2312	funky	3
2313	father	3
2314	burned	3
2315	craving	3
2316	mojito	3
2317	mains	3
2318	suggested	3
2319	ceviche	3
2320	pumkin	3
2321	present	3
2322	attend	3
2323	cantonese	3
2324	heritage	3
2325	note	3
2326	pans	3
2327	ave	3
2328	taj	3
2329	employees	3
2330	putting	3
2331	muggy	3
2332	bunch	3
2333	overdone	3
2334	painted	3
2335	greet	3
2336	slope	3
2337	ribbon	3
2338	fashioned	3
2339	spread	3
2340	proprietor	3
2341	swordfish	3
2342	moules	3
2343	dosa	3
2344	immediately	3
2345	milk	3
2346	citysearch	3
2347	editorial	3
2348	ride	3
2349	disney	3
2350	tap	3
2351	blasted	3
2352	minimun	3
2353	bun	3
2354	raga	3
2355	questions	3
2356	calzones	3
2357	horrific	3
2358	vomit	3
2359	inducing	3
2360	yuck	3
2361	accomodate	3
2362	theater	3
2363	frequent	3
2364	exclaimed	3
2365	polite	3
2366	favourite	3
2367	diners	3
2368	pleasurable	3
2369	ofr	3
2370	mint	3
2371	goodness	3
2372	thailand	3
2373	yorkie	3
2374	knowledgable	3
2375	industry	3
2376	fat	3
2377	nearby	3
2378	drenched	3
2379	whenever	3
2380	sidewalk	3
2381	tom	3
2382	kha	3
2383	vibrant	3
2384	semi-private	3
2385	lassi	3
2386	gracious	3
2387	bouche	3
2388	tartare	3
2389	bet	3
2390	unlimited	3
2391	cheff	3
2392	svc	3
2393	timely	3
2394	exciting	3
2395	scampi	3
2396	antipasti	3
2397	peak	3
2398	wonderfully	3
2399	character	3
2400	pony	3
2401	ruined	3
2402	moreover	3
2403	recieved	3
2404	diamond	3
2405	herbs	3
2406	notice	3
2407	vietnamese	3
2408	absurdly	3
2409	glorified	3
2410	clumsy	3
2411	judge	3
2412	suppose	3
2413	prime	3
2414	winter	3
2415	warmer	3
2416	turkey	3
2417	trout	3
2418	attended	3
2419	inspired	3
2420	exception	3
2421	paper	3
2422	lacked	3
2423	disapointing	3
2424	pour	3
2425	turnip	3
2426	impecable	3
2427	spiced	3
2428	pairings	3
2429	mermaid	3
2430	inn	3
2431	rudely	3
2432	frist	3
2433	snobby	3
2434	neither	3
2435	enter	3
2436	patroon	3
2437	cigar	3
2438	ambient	3
2439	lime	3
2440	donut	3
2441	ow	3
2442	ley	3
2443	soh	3
2444	pancake	3
2445	fans	3
2446	overated	3
2447	italy	3
2448	classics	3
2449	afterwards	3
2450	advanatage	3
2451	unappreciative	3
2452	blows	3
2453	families	3
2454	receipies	3
2455	pam	3
2456	england	3
2457	chowder	3
2458	award	3
2459	bisque	3
2460	managed	3
2461	reminds	3
2462	scenery	3
2463	chill	3
2464	miso	3
2465	redone	3
2466	workers	3
2467	aesthetic	3
2468	beautification	3
2469	cuter	3
2470	#	3
2471	foggy	3
2472	rainy	3
2473	lively	3
2474	heartland	3
2475	thius	3
2476	attract	3
2477	disaster	3
2478	minnow	3
2479	vow	3
2480	amid	3
2481	tanks	3
2482	handled	3
2483	gig	3
2484	understated	3
2485	unappealing	3
2486	hipster	3
2487	deliver	3
2488	over-bearing	3
2489	tupperware	3
2490	everythig	3
2491	wasabe	3
2492	drawn	3
2493	atmoshpere	3
2494	vindaloo	3
2495	technique	3
2496	carte	3
2497	non-intrusive	3
2498	cater	3
2499	allergies	3
2500	wasnt	3
2501	santa	3
2502	fe	3
2503	chopped	3
2504	bustling	3
2505	undoubtedly	3
2506	devine	3
2507	sensual	3
2508	discreet	3
2509	prepare	3
2510	dosas	3
2511	skimpy	3
2512	drip	3
2513	grease	3
2514	thalia	3
2515	match	3
2516	theatre	3
2517	tofu	3
2518	mayo	3
2519	overcooked	3
2520	hike	3
2521	pass	3
2522	penang	3
2523	jsut	3
2524	evil	3
2525	thawed	3
2526	ls	3
2527	bts	3
2528	pastries	3
2529	flavoring	3
2530	ish	3
2531	sparse	3
2532	act	3
2533	confit	3
2534	terrine	3
2535	figs	3
2536	unprofessional	3
2537	gulab	3
2538	jamun	3
2539	brioche	3
2540	lollies	3
2541	favors	3
2542	shoestring	3
2543	noon	3
2544	imposing	3
2545	fallback	3
2546	king	3
2547	boring	3
2548	specify	3
2549	deli	3
2550	ages	3
2551	missed	3
2552	rooms	3
2553	cheapest	3
2554	mango	3
2555	normally	3
2556	triple	3
2557	purple	3
2558	haze	3
2559	crammed	3
2560	fin	3
2561	eel	3
2562	stressed	3
2563	unisex	3
2564	cleaned	3
2565	occassion	3
2566	reuben	3
2567	adequately	3
2568	proportioned	3
2569	vacation	3
2570	russe	3
2571	hearty	3
2572	unhappy	3
2573	otherworldly	3
2574	peanut	3
2575	virgins	3
2576	weekly	3
2577	possibly	3
2578	manhatten	3
2579	decour	3
2580	raise	3
2581	voices	3
2582	cheeseburgers	3
2583	unda	3
2584	non-veg	3
2585	usha	3
2586	bathrooms	3
2587	laugh	3
2588	greasy	3
2589	breast	3
2590	puree	3
2591	continually	3
2592	refilled	3
2593	chole	3
2594	dhal	3
2595	step	3
2596	unusual	3
2597	menus	3
2598	bored	3
2599	lonk	3
2600	lounge	3
2601	attraction	3
2602	stocked	3
2603	cheeseburger	3
2604	wan	3
2605	union	3
2606	genuinely	3
2607	entertained	3
2608	panchetta	3
2609	raddichio	3
2610	bitter	3
2611	mad	3
2612	proper	3
2613	rosemary	3
2614	quietly	3
2615	shout	3
2616	yorkers	3
2617	clubhouse	3
2618	characters	3
2619	sty	3
2620	zero	3
2621	situated	3
2622	candle	3
2623	overcompensate	3
2624	roth	3
2625	boarderline	3
2626	removing	3
2627	nasty	3
2628	associates	3
2629	outing	3
2630	jelly	3
2631	drunken	3
2632	soupy	3
2633	fry	3
2634	frequented	3
2635	ino	3
2636	remains	3
2637	over-priced	3
2638	royalty	3
2639	closing	3
2640	particulary	3
2641	former	3
2642	winnie	3
2643	se	3
2644	divine	3
2645	joke	3
2646	regard	3
2647	porcini	3
2648	tagliatelle	3
2649	icing	3
2650	seabass	3
2651	w	3
2652	pre-sliced	3
2653	pretentious	3
2654	wise	3
2655	bucket	3
2656	task	3
2657	count	3
2658	luckily	3
2659	effort	3
2660	unusually	3
2661	ration	3
2662	overpack	3
2663	band	3
2664	cobb	3
2665	expresso	3
2666	bubbly	3
2667	spotty	3
2668	thinly	3
2669	sardines	3
2670	biscuits	3
2671	pistachio	3
2672	strawberry	3
2673	lawns	3
2674	hudson	3
2675	statue	3
2676	liberty	3
2677	whoever	3
2678	duo	3
2679	marsala	3
2680	wings	3
2681	mole	3
2682	greek	3
2683	highest	3
2684	subtle	3
2685	endless	3
2686	patsy	3
2687	target	3
2688	deff	3
2689	equally	3
2690	sizzling	3
2691	blueberry	3
2692	numerous	3
2693	throughout	3
2694	clients	3
2695	non-existent	3
2696	con	3
2697	dirty	3
2698	audio	3
2699	expecting	3
2700	driving	3
2701	player	3
2702	dc	3
2703	stunning	3
2704	improved	3
2705	steaks	3
2706	escargot	3
2707	chosen	3
2708	drawbacks	3
2709	jersey	3
2710	finish	3
2711	corn	3
2712	platter	3
2713	masala	3
2714	brings	3
2715	drumsticks	3
2716	korma	3
2717	al	3
2718	olives	3
2719	supermarket	3
2720	slim	3
2721	beats	3
2722	usb0	3
2723	located	3
2724	imac	3
2725	tart	3
2726	adorable	3
2727	mall	3
2728	wraps	3
2729	hamburger	3
2730	avocado	3
2731	saag	3
2732	snotty	3
2733	burrito	3
2734	yogurt	3
2735	murphy	3
2736	specialty	3
2737	um	3
2738	gui	2
2739	stable	2
2740	bundled	2
2741	steady	2
2742	tracking	2
2743	unnecessary	2
2744	suite	2
2745	connected	2
2746	pairing	2
2747	pleasure	2
2748	helps	2
2749	preloaded	2
2750	loads	2
2751	claims	2
2752	advantage	2
2753	reality	2
2754	frustrated	2
2755	screwed	2
2756	genius	2
2757	movie	2
2758	responds	2
2759	april	2
2760	amounts	2
2761	unplugged	2
2762	minimal	2
2763	hoped	2
2764	hesitate	2
2765	replacements	2
2766	lid	2
2767	ethernet	2
2768	crystal	2
2769	owning	2
2770	powerbook	2
2771	easiest	2
2772	accident	2
2773	saving	2
2774	myriad	2
2775	causes	2
2776	appleworks	2
2777	render	2
2778	paint	2
2779	comment	2
2780	whatnot	2
2781	edition	2
2782	holds	2
2783	antivirus	2
2784	firewall	2
2785	team	2
2786	tells	2
2787	unreliable	2
2788	configured	2
2789	heart	2
2790	between	2
2791	razor	2
2792	mobile	2
2793	phones	2
2794	electronic	2
2795	processors	2
2796	cash	2
2797	image	2
2798	unsteady	2
2799	bugs	2
2800	facebook	2
2801	stops	2
2802	twin	2
2803	sealed	2
2804	decides	2
2805	mode	2
2806	met	2
2807	transition	2
2808	letters	2
2809	lighter	2
2810	opposite	2
2811	ergonomic	2
2812	notebooks	2
2813	effects	2
2814	photography	2
2815	taught	2
2816	chatting	2
2817	techs	2
2818	burning	2
2819	costs	2
2820	shocked	2
2821	press	2
2822	shopping	2
2823	sentences	2
2824	children	2
2825	improvements	2
2826	bumping	2
2827	images	2
2828	issued	2
2829	hiccups	2
2830	presentations	2
2831	functioning	2
2832	navigation	2
2833	hinges	2
2834	unstable	2
2835	novice	2
2836	.0	2
2837	dvds	2
2838	output	2
2839	dedicated	2
2840	flight	2
2841	wrists	2
2842	cpu	2
2843	thus	2
2844	spinning	2
2845	concerned	2
2846	layout	2
2847	>	2
2848	flaws	2
2849	gamers	2
2850	worlds	2
2851	shown	2
2852	wiped	2
2853	openoffice	2
2854	firefox	2
2855	pros	2
2856	control	2
2857	seamlessly	2
2858	advanced	2
2859	stupid	2
2860	upgradable	2
2861	performing	2
2862	ipad	2
2863	transport	2
2864	capacity	2
2865	fingers	2
2866	connectivity	2
2867	sink	2
2868	regardless	2
2869	related	2
2870	locked	2
2871	occasions	2
2872	vivid	2
2873	pain	2
2874	minor	2
2875	obvious	2
2876	physical	2
2877	damage	2
2878	screens	2
2879	aesthetics	2
2880	headphone	2
2881	]	2
2882	booting	2
2883	asks	2
2884	wont	2
2885	irritating	2
2886	slide	2
2887	installing	2
2888	requirements	2
2889	designers	2
2890	nicer	2
2891	stellar	2
2892	gray	2
2893	parts	2
2894	grafics	2
2895	ati	2
2896	instructions	2
2897	translates	2
2898	locking	2
2899	unusable	2
2900	scale	2
2901	models	2
2902	covering	2
2903	lasted	2
2904	initial	2
2905	selling	2
2906	fixing	2
2907	dream	2
2908	ton	2
2909	attest	2
2910	freezing	2
2911	sorts	2
2912	material	2
2913	research	2
2914	elsewhere	2
2915	accessories	2
2916	swap	2
2917	sheer	2
2918	techie	2
2919	enable	2
2920	surfing	2
2921	arent	2
2922	apologized	2
2923	rep	2
2924	acknowledge	2
2925	proprietary	2
2926	reports	2
2927	lasts	2
2928	mail	2
2929	charges	2
2930	specifications	2
2931	tightened	2
2932	shop	2
2933	confident	2
2934	ar	2
2935	equipped	2
2936	unsatisfactory	2
2937	musicians	2
2938	beginners	2
2939	difficulty	2
2940	shipment	2
2941	keeper	2
2942	array	2
2943	greatly	2
2944	forth	2
2945	slows	2
2946	history	2
2947	desktops	2
2948	compact	2
2949	dealing	2
2950	pushed	2
2951	accept	2
2952	scored	2
2953	downloading	2
2954	norton	2
2955	command	2
2956	holding	2
2957	neat	2
2958	welcome	2
2959	prefer	2
2960	sporting	2
2961	reasons	2
2962	moments	2
2963	respond	2
2964	pointer	2
2965	pocket	2
2966	netbooks	2
2967	exchanged	2
2968	patches	2
2969	codes	2
2970	significant	2
2971	purpose	2
2972	rate	2
2973	document	2
2974	creation	2
2975	blame	2
2976	luxury	2
2977	privacy	2
2978	win	2
2979	shaped	2
2980	brands	2
2981	beauty	2
2982	telling	2
2983	sister	2
2984	exact	2
2985	adjust	2
2986	sensitivity	2
2987	virtual	2
2988	enterprise	2
2989	chewy	2
2990	ie	2
2991	omelet	2
2992	mild	2
2993	buds	2
2994	spider	2
2995	passion	2
2996	managers	2
2997	ranging	2
2998	tuk	2
2999	sugar	2
3000	unattentive	2
3001	sticky	2
3002	narrow	2
3003	leads	2
3004	nha	2
3005	trang	2
3006	shanghai	2
3007	joya	2
3008	hole	2
3009	tonic	2
3010	snappy	2
3011	mahal	2
3012	containers	2
3013	minimalist	2
3014	himself	2
3015	threw	2
3016	00th	2
3017	warmly	2
3018	accent	2
3019	understands	2
3020	stood	2
3021	remind	2
3022	gourmet	2
3023	panini	2
3024	anticipating	2
3025	lifetime	2
3026	nina	2
3027	orsay	2
3028	deliveries	2
3029	tight	2
3030	attached	2
3031	vittorio	2
3032	visitor	2
3033	round	2
3034	buck	2
3035	catering	2
3036	specifically	2
3037	feat	2
3038	quarters	2
3039	warned	2
3040	prosciutto	2
3041	baby	2
3042	montparnasse	2
3043	chop	2
3044	breads	2
3045	sorbet	2
3046	delighted	2
3047	blowing	2
3048	wild	2
3049	generation	2
3050	nite	2
3051	brick	2
3052	promised	2
3053	careful	2
3054	considerably	2
3055	instantly	2
3056	became	2
3057	wednesday	2
3058	codfish	2
3059	moist	2
3060	overwhelmed	2
3061	dance	2
3062	floor	2
3063	delayed	2
3064	substantial	2
3065	sun	2
3066	crafted	2
3067	surrounding	2
3068	hangout	2
3069	kai	2
3070	indeed	2
3071	paired	2
3072	overwhelm	2
3073	notorious	2
3074	pho	2
3075	alain	2
3076	ducasse	2
3077	ambitious	2
3078	popularity	2
3079	arrives	2
3080	pickles	2
3081	sublime	2
3082	katz	2
3083	disappoint	2
3084	residents	2
3085	drinking	2
3086	tipsy	2
3087	explain	2
3088	tony	2
3089	samosa	2
3090	creatively	2
3091	malai	2
3092	sommelier	2
3093	scallop	2
3094	nori	2
3095	wrapped	2
3096	patties	2
3097	dreadful	2
3098	consistant	2
3099	bridge	2
3100	complaining	2
3101	ripped	2
3102	requesting	2
3103	competent	2
3104	grocery	2
3105	jalapeno	2
3106	deserve	2
3107	displayed	2
3108	rivals	2
3109	fluke	2
3110	cooks	2
3111	speak	2
3112	shake	2
3113	smell	2
3114	canned	2
3115	tower	2
3116	tastier	2
3117	napoli	2
3118	treasure	2
3119	naples	2
3120	compensate	2
3121	section	2
3122	competing	2
3123	godmother	2
3124	brushed	2
3125	mcdonald	2
3126	gf	2
3127	cocktails	2
3128	ignore	2
3129	mixed	2
3130	snack	2
3131	classical	2
3132	somethings	2
3133	logic	2
3134	topped	2
3135	fake	2
3136	potential	2
3137	unexpected	2
3138	kebabs	2
3139	freshness	2
3140	coat	2
3141	traffic	2
3142	practically	2
3143	calories	2
3144	sampler	2
3145	seeming	2
3146	highlight	2
3147	experiences	2
3148	reader	2
3149	twenty	2
3150	batter	2
3151	whitefish	2
3152	parm	2
3153	consisted	2
3154	neapolitan	2
3155	snobs	2
3156	holy	2
3157	e	2
3158	hottest	2
3159	blackboard	2
3160	adorn	2
3161	living	2
3162	ingrediants	2
3163	result	2
3164	surroundings	2
3165	concluded	2
3166	margarita	2
3167	apologetic	2
3168	yellow	2
3169	tail	2
3170	figured	2
3171	tends	2
3172	washington	2
3173	sell	2
3174	nosh	2
3175	dress	2
3176	aunt	2
3177	mimosas	2
3178	chairs	2
3179	bars	2
3180	lights	2
3181	angry	2
3182	platters	2
3183	judging	2
3184	posts	2
3185	shu	2
3186	mai	2
3187	varys	2
3188	cosette	2
3189	miraculously	2
3190	path	2
3191	flair	2
3192	super-fresh	2
3193	native	2
3194	tristate	2
3195	signs	2
3196	partial	2
3197	reviewers	2
3198	medicore	2
3199	pulitzer	2
3200	prize	2
3201	upstate	2
3202	freeze	2
3203	uni	2
3204	varies	2
3205	mediorce	2
3206	likes	2
3207	scared	2
3208	overhyped	2
3209	evaluated	2
3210	pastis	2
3211	mille	2
3212	grazie	2
3213	constitute	2
3214	somewhere	2
3215	breathtaking	2
3216	tradional	2
3217	hydes	2
3218	state	2
3219	trattoria	2
3220	marinara	2
3221	en	2
3222	mmmmmmmm	2
3223	cheesesticks	2
3224	amma	2
3225	sodium	2
3226	soaked	2
3227	chennai	2
3228	closes	2
3229	yuka	2
3230	mileau	2
3231	casimir	2
3232	consequently	2
3233	cordial	2
3234	suggesting	2
3235	thanked	2
3236	reluctant	2
3237	jem	2
3238	explored	2
3239	sophia	2
3240	calling	2
3241	hampton	2
3242	chutney	2
3243	co.	2
3244	substance	2
3245	unhelpful	2
3246	clerks	2
3247	dearth	2
3248	kicks	2
3249	impecible	2
3250	towners	2
3251	sunset	2
3252	cucumber	2
3253	sudden	2
3254	crave	2
3255	snacks	2
3256	retired	2
3257	degree	2
3258	certainty	2
3259	delish	2
3260	vanilla	2
3261	shanty	2
3262	mmmm	2
3263	balsamic	2
3264	icecream	2
3265	custards	2
3266	ginger	2
3267	frendly	2
3268	handedly	2
3269	solved	2
3270	famine	2
3271	quibbles	2
3272	measures	2
3273	liquers	2
3274	courtesey	2
3275	togethers	2
3276	brewery	2
3277	gimmick	2
3278	theme	2
3279	resembled	2
3280	lowered	2
3281	fishiest	2
3282	bones	2
3283	fav	2
3284	sassy	2
3285	roommate	2
3286	yakitori	2
3287	minus	2
3288	roosevelt	2
3289	areo	2
3290	fortunate	2
3291	tremendously	2
3292	moody	2
3293	rosa	2
3294	waltzes	2
3295	blew	2
3296	additions	2
3297	lasagnas	2
3298	tho	2
3299	vent	2
3300	kills	2
3301	hopping	2
3302	weekday	2
3303	prune	2
3304	quater	2
3305	warrant	2
3306	settled	2
3307	aweful	2
3308	dramatic	2
3309	huffing	2
3310	panting	2
3311	muttering	2
3312	breath	2
3313	c	2
3314	walkup	2
3315	risottos	2
3316	sepia	2
3317	millennium	2
3318	richly	2
3319	rewarded	2
3320	savor	2
3321	necessarily	2
3322	fanatical	2
3323	pirces	2
3324	restaraunt	2
3325	vitello	2
3326	alla	2
3327	balls	2
3328	immature	2
3329	specific	2
3330	slowwwww	2
3331	flirting	2
3332	werent	2
3333	luke	2
3334	dragon	2
3335	unassuming	2
3336	millenium	2
3337	musts	2
3338	gross	2
3339	eatting	2
3340	sign	2
3341	survice	2
3342	casually	2
3343	omlette	2
3344	quacamole	2
3345	weakness	2
3346	astoria	2
3347	gyros	2
3348	shine	2
3349	aggressively	2
3350	cypriot	2
3351	exceptions	2
3352	reception	2
3353	raved	2
3354	incomparable	2
3355	filthy	2
3356	tilapia	2
3357	cardboard	2
3358	mens	2
3359	pear	2
3360	torte	2
3361	prestige	2
3362	pays	2
3363	exceeds	2
3364	greg	2
3365	favor	2
3366	stepping	2
3367	citrus	2
3368	captivated	2
3369	def	2
3370	commending	2
3371	maggot	2
3372	intelligent	2
3373	mazing	2
3374	scheme	2
3375	foreseeable	2
3376	lollipop	2
3377	espeically	2
3378	chilli	2
3379	speechless	2
3380	majorly	2
3381	swaying	2
3382	crunch	2
3383	munchies	2
3384	mid	2
3385	strikes	2
3386	speaks	2
3387	uber	2
3388	trophy	2
3389	wives	2
3390	escorts	2
3391	offended	2
3392	admitted	2
3393	lumps	2
3394	spitting	2
3395	napkin	2
3396	wallets	2
3397	empy	2
3398	stomachs	2
3399	fought	2
3400	earned	2
3401	knuckles	2
3402	brother	2
3403	grapfruit	2
3404	predictably	2
3405	passes	2
3406	settle	2
3407	kimchee	2
3408	random	2
3409	slimy	2
3410	aggressive	2
3411	causing	2
3412	remainder	2
3413	blacklisted	2
3414	organza	2
3415	tent	2
3416	recommendations	2
3417	bibimbap	2
3418	farro	2
3419	yukon	2
3420	quintessential	2
3421	don	2
3422	unmarked	2
3423	doors	2
3424	zen	2
3425	décor	2
3426	ushered	2
3427	booths	2
3428	ceilings	2
3429	sky	2
